Url,ean,product name
http://www.domino.pl/klamki/en/produkty/8726-klamka-eris-qr-m6-m9,5908211479859,Klamka Eris-QR M6/M9
http://www.domino.pl/klamki/en/produkty/3438-klamka-frame-qr-m4-bb,5908211434759,Klamka Frame-QR M4 BB
http://www.domino.pl/klamki/en/produkty/3457-klamka-vertigo-qr-m6-bb,5908211461953,Klamka Vertigo-QR M6 BB
http://www.domino.pl/klamki/en/produkty/3448-klamka-miami-qr-m6-bb,5908211461984,Klamka Miami-QR M6 BB
http://www.domino.pl/klamki/en/produkty/3056-klamka-toro-qr-m3-mat,5908211425443,Klamka Toro-QR M3 MAT
http://www.domino.pl/klamki/en/produkty/3503-klamka-electra-qr-cristal-m7,5908211426631,Klamka Electra-QR Cristal M7
http://www.domino.pl/klamki/en/produkty/3451-klamka-navy-qr-m6-bb,5908211469737,Klamka Navy-QR M6 BB
http://www.domino.pl/klamki/en/produkty/3054-klamka-tiger-qr-m91-black,5908211433394,Klamka Tiger-QR M91/Black
http://www.domino.pl/klamki/en/produkty/3053-klamka-rainbow-qr-m9,5908211432915,Klamka Rainbow-QR M9
http://www.domino.pl/klamki/en/produkty/3045-klamka-limone-qr-m6,5908211430812,Klamka Limone-QR M6
http://www.domino.pl/klamki/en/produkty/3048-klamka-maya-qr-m3-mat,5908211425498,Klamka Maya-QR M3 MAT
http://www.domino.pl/klamki/en/produkty/3043-klamka-helena-qr-m1-m2,5908211416854,Klamka Helena-QR M1/M2
http://www.domino.pl/klamki/en/produkty/3046-klamka-magnet-qr-m3-mat,5908211430225,Klamka Magnet-QR M3 MAT
http://www.domino.pl/klamki/en/produkty/3037-klamka-delux-qr-m6,5908211430201,Klamka DELUX-QR M6
http://www.domino.pl/klamki/en/produkty/2414-klamka-sky-qr-m6-m9,5908211423531,Klamka Sky-QR M6/M9
http://www.domino.pl/klamki/en/produkty/3041-klamka-gazela-qr-m9-black,5908211432892,Klamka Gazela-QR M9/Black
http://www.domino.pl/klamki/en/produkty/3034-klamka-biblo-qr-m6-bb,5908211469447,Klamka Biblo-QR M6 BB
http://www.domino.pl/klamki/en/produkty/2346-klamka-biszkopt-r-bialy,5901384892043,Klamka Biszkopt-R biały
http://www.domino.pl/klamki/en/produkty/2413-klamka-romana-qr-m6-m9,5908211432762,Klamka Romana-QR M6/M9
http://www.domino.pl/klamki/en/produkty/2422-klamka-alma-r-eco-m3,5908211431062,Klamka Alma-R eco M3
http://www.domino.pl/klamki/en/produkty/2415-klamka-afrodyta-r-m3,5908211408743,Klamka Afrodyta-R M3
http://www.domino.pl/klamki/en/produkty/2426-klamka-bilbao-r-m3,5908211421285,Klamka Bilbao-R M3
http://www.domino.pl/klamki/en/produkty/8416-klamka-etar-qr-m6-black-bb,5908211478166,Klamka Etar-QR M6/Black BB
http://www.domino.pl/klamki/en/produkty/8413-klamka-jezz-qr-m9-bb,5908211478074,Klamka Jezz-QR M9 BB
http://www.domino.pl/klamki/en/produkty/8437-klamka-maya-qr-cristal-m9,5908211425474,Klamka Maya-QR Cristal M9
http://www.domino.pl/klamki/en/produkty/8410-klamka-sedar-qr-m9-bb,5908211478043,Klamka Sedar-QR M9 BB
http://www.domino.pl/klamki/en/produkty/8398-klamka-quezo-qr-m9-bb,5908211477985,Klamka Quezo-QR M9 BB
http://www.domino.pl/klamki/en/produkty/8407-klamka-yoda-qr-m9-bb,5908211478104,Klamka Yoda-QR M9 BB
http://www.domino.pl/klamki/en/produkty/8307-klamka-real-qr-m6-m9,5908211475738,Klamka Real-QR M6/M9
http://www.domino.pl/klamki/en/produkty/6480-klamka-twist-rt-m9,5908211467818,Klamka Twist-RT M9
http://www.domino.pl/klamki/en/produkty/6478-klamka-minimal-rt-m9,5908211467962,Klamka Minimal-RT M9
http://www.domino.pl/klamki/en/produkty/8309-klamka-quanta-qr-m6-m9,5908211475844,Klamka Quanta-QR M6/M9
http://www.domino.pl/klamki/en/produkty/2465-klamka-otto-r-m3-mat,5908211426716,Klamka Otto-R M3 MAT
http://www.domino.pl/klamki/en/produkty/2463-klamka-oslo-r-m3,5908211428482,Klamka Oslo-R M3
http://www.domino.pl/klamki/en/produkty/2456-klamka-marion-r-m6-m9,5908211414782,Klamka Marion-R M6/M9
http://www.domino.pl/klamki/en/produkty/2454-klamka-loft-r-m95,5908211430768,Klamka Loft-R M95
http://www.domino.pl/klamki/en/produkty/2459-klamka-nova-r-m1,5908211418148,Klamka Nova-R M1
http://www.domino.pl/klamki/en/produkty/2455-klamka-malta-r-m3-mat,5908211423593,Klamka Malta-R M3 MAT
http://www.domino.pl/klamki/en/produkty/8078-klamka-ene-qr-m6-m9,5908211472874,Klamka Ene-QR M6/M9 
http://www.domino.pl/klamki/en/produkty/2453-klamka-lavia-r-m6-m9,5908211413327,Klamka Lavia-R M6/M9
http://www.domino.pl/klamki/en/produkty/2451-klamka-kyrk-r-m10,5908211430874,Klamka Kyrk-R M10
http://www.domino.pl/klamki/en/produkty/2450-klamka-jola-r-m9,5908211432175,Klamka Jola-R M9
http://www.domino.pl/klamki/en/produkty/8077-klamka-cube-rt-m9-black,5908211479897,Klamka Cube-RT M9/Black
http://www.domino.pl/klamki/en/produkty/2462-klamka-omega-r-m6-m9,5908211424040,Klamka Omega-R M6/M9
http://www.domino.pl/klamki/en/produkty/2448-klamka-jaro-r-eco-m6-m9,5908211438115,Klamka Jaro-R eco M6/M9
http://www.domino.pl/klamki/en/produkty/3206-klamka-skin-r-m3-mat,5908211425429,Klamka Skin-R M3 MAT
http://www.domino.pl/klamki/en/produkty/3209-klamka-roma-r-m1-m2,5908211416878,Klamka Roma-R M1/M2
http://www.domino.pl/klamki/en/produkty/3230-klamka-iris-r-m1,5908211404806,Klamka Iris-R M1
http://www.domino.pl/klamki/en/produkty/3234-klamka-lady-r-cristal-m9,5908211430126,Klamka Lady-R Cristal M9
http://www.domino.pl/klamki/en/produkty/3212-klamka-pallas-r-m1-m2,5908211408293,Klamka Pallas-R M1/M2
http://www.domino.pl/klamki/en/produkty/3232-klamka-klotho-r-m1,5908211408262,Klamka Klotho-R M1
http://www.domino.pl/klamki/en/produkty/3039-klamka-delux-r-m6,5908211430164,Klamka Delux-R M6
http://www.domino.pl/klamki/en/produkty/3224-klamka-delphi-r-m6-m50,5908211413815,Klamka Delphi-R M6/M50
http://www.domino.pl/klamki/en/produkty/3226-klamka-helena-r-m1-m2,5908211413693,Klamka Helena-R M1/M2
http://www.domino.pl/klamki/en/produkty/3228-klamka-hera-r-rs-m1-m2,5908211414317,Klamka Hera-R-RS M1/M2
http://www.domino.pl/klamki/en/produkty/3220-klamka-astoria-r-m6-m9,5908211404165,Klamka Astoria-R M6/M9
http://www.domino.pl/klamki/en/produkty/3216-klamka-lavinia-r-m1-m2,5908211407463,Klamka Lavinia-R M1/M2
http://www.domino.pl/klamki/en/produkty/3219-klamka-aquilla-r-m9,5908211416861,Klamka Aquilla-R M9
http://www.domino.pl/klamki/en/produkty/2990-klamka-tiger-r-m9,5908211460802,Klamka Tiger-R M9
http://www.domino.pl/klamki/en/produkty/3223-klamka-aurea-r-m6,5908211407258,Klamka Aurea-R M6
http://www.domino.pl/klamki/en/produkty/6382-klamka-tora-r-m6-bb,5908211466989,Klamka Tora-R M6 BB
http://www.domino.pl/klamki/en/produkty/2475-klamka-romana-r-m3,5908211421384,Klamka Romana-R M3
http://www.domino.pl/klamki/en/produkty/2984-klamka-ballen-r-m3,5908211448992,Klamka Ballen-R M3
http://www.domino.pl/klamki/en/produkty/6376-klamka-liva-r-m6-bb,5908211466743,Klamka Liva-R M6 BB
http://www.domino.pl/klamki/en/produkty/2473-klamka-niva-r-m3,5908211487847,Klamka Niva-R M3
http://www.domino.pl/klamki/en/produkty/2477-klamka-sharon-r-m3-mat,5908211423357,Klamka Sharon-R M3 MAT
http://www.domino.pl/klamki/en/produkty/5913-klamka-modena-r-m3,5908211430041,Klamka Modena-R M3
http://www.domino.pl/klamki/en/produkty/3495-klamka-zita-r-m1-m2,5908211416908,Klamka Zita-R M1/M2
http://www.domino.pl/klamki/en/produkty/4297-klamka-time-r-m6,5908211420554,Klamka Time-R M6
http://www.domino.pl/klamki/en/produkty/3490-klamka-wing-r-m1,5908211410166,Klamka Wing-R M1
http://www.domino.pl/klamki/en/produkty/3480-klamka-lamia-r-m1-m2,5908211413709,Klamka Lamia-R M1/M2
http://www.domino.pl/klamki/en/produkty/3434-klamka-morfeo-r-m6-bb,5908211434681,Klamka Morfeo-R M6 BB
http://www.domino.pl/klamki/en/produkty/3437-klamka-valentina-r-m75,5908211422107,Klamka Valentina-R M75
http://www.domino.pl/klamki/en/produkty/3482-klamka-matteo-r-m1-m2,5908211414096,Klamka Matteo-R M1/M2
http://www.domino.pl/klamki/en/produkty/6369-klamka-pira-r-m6-bb,5908211466866,Klamka Pira-R M6 BB
http://www.domino.pl/klamki/en/produkty/3428-klamka-leonardo-r-m4-bb,5908211434629,Klamka Leonardo-R M4 BB
http://www.domino.pl/klamki/en/produkty/3422-klamka-gran-pix-r-m4-bb,5908211434568,Klamka Gran Pix-R M4 BB
http://www.domino.pl/klamki/en/produkty/3196-klamka-monaco-r-m3,5908211427102,Klamka Monaco-R M3
http://www.domino.pl/klamki/en/produkty/5919-klamka-ibis-r-m3-mat,5908211423685,Klamka Ibis-R M3 MAT
http://www.domino.pl/klamki/en/produkty/3344-klamka-bali-r-m75,5908211434933,Klamka Bali-R M75
http://www.domino.pl/klamki/en/produkty/1294-klamka-ibis-m3-mat-bb,5908211423609,Klamka Ibis M3 MAT BB
http://www.domino.pl/klamki/en/produkty/1262-klamka-fly-eco-m3-bb,5908211420684,Klamka Fly eco M3 BB
http://www.domino.pl/klamki/en/produkty/3199-klamka-venus-r-m1,5908211406954,Klamka Venus-R M1
http://www.domino.pl/klamki/en/produkty/8441-klamka-lavinia-r-cristal-m9,5908211424583,Klamka Lavinia-R Cristal M9
http://www.domino.pl/klamki/en/produkty/1272-klamka-fokus-m3-b-o,5908211460017,Klamka Fokus M3 B/O
http://www.domino.pl/klamki/en/produkty/1235-klamka-casablanca-m3-b-o,5908211428338,Klamka Casablanca M3 B/O
http://www.domino.pl/klamki/en/produkty/1227-klamka-bilbao-m3-bb,5908211421209,Klamka Bilbao M3 BB
http://www.domino.pl/klamki/en/produkty/1245-klamka-econom-bialy-b-o,5908211449449,Klamka Econom biały B/O
http://www.domino.pl/klamki/en/produkty/1185-klamka-alma-eco-m3-bb,5908211431017,Klamka Alma eco M3 BB
http://www.domino.pl/klamki/en/produkty/2340-klamka-biszkopt-bialy-bb,5901384891930,Klamka Biszkopt biały BB
http://www.domino.pl/klamki/en/produkty/1258-klamka-fero-m91-b-o,5908211448763,Klamka Fero M91 B/O
http://www.domino.pl/klamki/en/produkty/1253-klamka-elizabeth-m6-m9-b-o,5908211429502,Klamka Elizabeth M6/M9 B/O
http://www.domino.pl/klamki/en/produkty/3339-klamka-apollo-r-m1,5908211400679,Klamka Apollo-R M1
http://www.domino.pl/klamki/en/produkty/8390-klamka-duncan-r-m9-bb,5908211478012,Klamka Duncan-R M9 BB
http://www.domino.pl/klamki/en/produkty/8386-klamka-ikko-r-m6-black-bb,5908211477954,Klamka Ikko-R M6/Black BB
http://www.domino.pl/klamki/en/produkty/8394-klamka-frost-r-m6-bb,5908211478135,Klamka Frost-R M6 BB
http://www.domino.pl/klamki/en/produkty/3245-klamka-monaco-m3-bb,5908211427065,Klamka Monaco M3 BB
http://www.domino.pl/klamki/en/produkty/2986-klamka-tiger-m9-b-o,5908211460765,Klamka Tiger M9 B/O
http://www.domino.pl/klamki/en/produkty/1154-klamka-afrodyta-m3-bb,5908211408767,Klamka Afrodyta M3 BB
http://www.domino.pl/klamki/en/produkty/3315-klamka-apollo-m1-bb,5908211403601,Klamka Apollo M1 BB
http://www.domino.pl/klamki/en/produkty/3235-klamka-kyrk-m10-bb,5908211430829,Klamka Kyrk M10 BB
http://www.domino.pl/klamki/en/produkty/1436-klamka-romana-m3-bb,5908211421308,Klamka Romana M3 BB
http://www.domino.pl/klamki/en/produkty/1452-klamka-tre-m3-bb,5908211428031,Klamka Tre M3 BB
http://www.domino.pl/klamki/en/produkty/1418-klamka-presto-m3-bb,5908211429045,Klamka Presto M3 BB
http://www.domino.pl/klamki/en/produkty/1465-klamka-wing-m2-bb,5908211413020,Klamka Wing M2 BB
http://www.domino.pl/klamki/en/produkty/2976-klamka-ballen-m3-b-o,5908211448978,Klamka Ballen M3 B/O
http://www.domino.pl/klamki/en/produkty/8424-klamka-polaris-r-m6-black-bb,5908211477138,Klamka Polaris-R M6/Black BB
